Country Code,Country Name,F65,Indicator Code,Indicator Name,Number of Records,Year,Value
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2018,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2018,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2018,82.660975610
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,2018,352721
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
AUS,Australia,,SP.POP.TOTL,"Population, total",1,2019,
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2019,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2019,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2019,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2019,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2019,
CAN,Canada,,SP.POP.TOTL,"Population, total",1,2019,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1991,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1991,77.882926829
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1991,5752000
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1991,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1991,22060
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1991,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1991,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1991,77.991951220
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1991,257797
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1992,33793.248525408
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1992,17480
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1992,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1992,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1992,77.378048780
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1992,17495000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1992,31368.514512357
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1992,19890
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1992,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1992,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1992,77.724390244
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1992,28371264
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,36966.729293274
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,21390
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,76.916585366
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1993,15290368
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,63873.528593922
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,21070
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,77.151707317
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1993,4311991
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1993,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1993,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1993,25780.241847988
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1993,27990
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1993,76.046341463
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1993,3313471
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,36388.494051067
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,19610
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,77.878048780
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1994,17855000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,32928.904648524
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,21820
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,77.826829268
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1994,29000663
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,21870.616836055
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,23180
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,78.529268293
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1994,6035400
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,23080
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,79.247073171
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1994,266021
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,29653.539950906
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,20280
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,76.885365854
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1994,57865745
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1994,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1994,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1994,37784.807854801
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1994,27250
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1994,75.619512195
USA,United States,,SP.POP.TOTL,"Population, total",1,1994,263126000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,36921.317322256
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,20170
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,77.829268293
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1995,18072000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,33505.555457212
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,22670
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,78.029268293
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1995,29302311
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,29697.328584058
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,33630
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,76.295121951
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1995,3524506
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,30564.826400666
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,19920
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,76.836585366
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1995,58019030
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1995,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1995,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1995,38358.934897116
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1995,28450
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1995,75.621951220
USA,United States,,SP.POP.TOTL,"Population, total",1,1995,266278000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,31102.267173809
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,20450
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,75.985365854
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1997,3674171
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,41766.291772739
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,26270
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,77.794390244
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1997,15610650
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,76409.635485860
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,28310
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,78.142682927
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1997,4405157
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,32492.093666271
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,38120
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,76.897560976
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1997,3796038
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,38146.198495572
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,24160
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,79.197560976
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1997,8846062
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,65896.689196963
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,33220
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,79.079512195
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1997,7088906
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,32428.129949002
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,22660
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,77.210975610
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1997,58316954
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1997,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1997,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1997,40565.852057053
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1997,31500
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1997,76.429268293
USA,United States,,SP.POP.TOTL,"Population, total",1,1997,272657000
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,51931.764182159
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,25450
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,76.139024390
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1998,5304219
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,36550.886915813
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,23660
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,78.604878049
FRA,France,,SP.POP.TOTL,"Population, total",1,1998,60186288
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,36046.652905532
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,25200
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,77.475609756
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1998,82047195
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,21702.344545772
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,24560
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,80.131707317
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1998,6543700
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,28150
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,79.602439024
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1998,274047
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,42890.979816869
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,27630
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,77.882926829
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1998,15707209
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,77922.130876730
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,27870
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,78.329268293
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1998,4431464
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,30569.231846386
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,36270
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,77.3
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1998,3927213
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,40144.528568156
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,25330
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,79.339024390
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1998,8850974
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,67943.830936454
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,34510
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,79.324390244
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1998,7110001
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,33683.633433855
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,23740
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,77.190243902
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1998,58487141
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1998,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1998,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1998,41859.857521674
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1998,33120
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1998,76.580487805
USA,United States,,SP.POP.TOTL,"Population, total",1,1998,275854000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,35408.353579067
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,23540
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,76.082926829
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1999,3754786
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,31950.136971532
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,38460
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,77.551219512
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1999,3958723
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,34500.346574531
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,24330
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,77.390243902
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1999,58682466
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1999,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1999,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1999,43380.181074089
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1999,34720
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1999,76.582926829
USA,United States,,SP.POP.TOTL,"Population, total",1,1999,279040000
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2000,54638.009531427
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2000,28010
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2000,2496.047119141
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2000,2327.068359375
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2000,76.592682927
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,2000,5339616
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2000,38918.250827026
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2000,26510
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2000,2156.483398438
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2000,2516.177734375
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2000,79.056097561
FRA,France,,SP.POP.TOTL,"Population, total",1,2000,60912500
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,2000,37722.413762235
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,2000,27050
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,2000,2334.651855469
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,2000,2686.973388672
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,2000,77.926829268
